sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.06489825248718262,2,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.07866549491882324,3,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.08664965629577637,4,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.09097754955291748,5,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.09135520458221436,6,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.0891762375831604,7,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.0862346887588501,8,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.0849771499633789,9,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.08394289016723633,10,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.08445030450820923,11,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a chest cold.,cold,cold,Different Sense,0.08494669198989868,12,1.294117647,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.0,0,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.0532146692276001,1,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.07006549835205078,2,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.0837705135345459,3,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.08685475587844849,4,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.09193265438079834,5,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.0958358645439148,6,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.09985870122909546,7,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.09805583953857422,8,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.09786778688430786,9,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.09719520807266235,10,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.09668034315109253,11,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a common cold.,cold,cold,Different Sense,0.09646046161651611,12,0.875,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.0,0,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.026373207569122314,1,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.03625500202178955,2,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.04452860355377197,3,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.04389524459838867,4,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.043447673320770264,5,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.04573339223861694,6,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.044802188873291016,7,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.04460108280181885,8,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.044155240058898926,9,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.042854130268096924,10,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.041938722133636475,11,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a chest cold.,cold,cold,Different Sense,0.0420340895652771,12,1.230769231,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.0,0,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.028969109058380127,1,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.03762102127075195,2,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.04165482521057129,3,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.04240339994430542,4,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.04391515254974365,5,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.043743133544921875,6,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.045736849308013916,7,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.043130457401275635,8,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.0433003306388855,9,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.04364967346191406,10,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.04308503866195679,11,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a freezing cold.,It was a common cold.,cold,cold,Different Sense,0.04332864284515381,12,0.818181818,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.0,0,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.0490567684173584,1,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.07159799337387085,2,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.0850604772567749,3,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.08588612079620361,4,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.08869689702987671,5,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.09155040979385376,6,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.09371501207351685,7,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.09248453378677368,8,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.09184801578521729,9,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.09210205078125,10,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.09179919958114624,11,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an icy cold.,It was a freezing cold.,cold,cold,Same Sense,0.09169989824295044,12,3.842105263,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.0,0,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.031235694885253906,1,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.039744794368743896,2,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.049799561500549316,3,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.050343096256256104,4,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.05084127187728882,5,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.05118614435195923,6,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.048927903175354004,7,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.047216713428497314,8,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.04648321866989136,9,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.04683208465576172,10,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.04405134916305542,11,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a chest cold.,It was a common cold.,cold,cold,Same Sense,0.04333376884460449,12,3.444444444,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.0,0,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.03561675548553467,1,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.038770973682403564,2,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.045045435428619385,3,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.0446467399597168,4,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.04264020919799805,5,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.0416448712348938,6,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.04348856210708618,7,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.042242586612701416,8,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.04241514205932617,9,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.03936964273452759,10,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.0386052131652832,11,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a concrete column.,column,column,Different Sense,0.039077162742614746,12,0.125,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.0,0,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.027968287467956543,1,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.032188355922698975,2,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.037885844707489014,3,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.040067970752716064,4,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.03853154182434082,5,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.037153542041778564,6,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.038262248039245605,7,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.03818821907043457,8,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.037999749183654785,9,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.036561667919158936,10,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.03524363040924072,11,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a marble column.,column,column,Different Sense,0.03612697124481201,12,0.411764706,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.0,0,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.03397005796432495,1,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.039397478103637695,2,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.04289114475250244,3,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.04061406850814819,4,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.03974372148513794,5,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.039921700954437256,6,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.04148983955383301,7,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.04156893491744995,8,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.042355120182037354,9,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.04059946537017822,10,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.039834558963775635,11,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a concrete column.,column,column,Different Sense,0.04043847322463989,12,0.111111111,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.0,0,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.02762705087661743,1,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.03324061632156372,2,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.03918635845184326,3,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.03980952501296997,4,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.03881293535232544,5,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.03784298896789551,6,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.038561463356018066,7,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.037455856800079346,8,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.03624093532562256,9,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.034960031509399414,10,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.03401768207550049,11,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a sports column.,It was a marble column.,column,column,Different Sense,0.0350341796875,12,0.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.0,0,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.027240097522735596,1,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.03670090436935425,2,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.04314613342285156,3,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.04382967948913574,4,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.040099143981933594,5,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.037927329540252686,6,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.04020035266876221,7,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.039921581745147705,8,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.038223206996917725,9,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.03691047430038452,10,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.035781025886535645,11,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a gossip column.,It was a sports column.,column,column,Same Sense,0.036395907402038574,12,3.928571429,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.0,0,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.042252302169799805,1,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.04447495937347412,2,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.04951053857803345,3,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.049339473247528076,4,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.04815340042114258,5,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.047609686851501465,6,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.04735225439071655,7,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.0461459755897522,8,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.047197699546813965,9,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.04560321569442749,10,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.04380512237548828,11,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a concrete column.,It was a marble column.,column,column,Same Sense,0.044442713260650635,12,3.727272727,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.0,0,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.032429397106170654,1,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04174304008483887,2,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.047197580337524414,3,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04678398370742798,4,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04849743843078613,5,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04483729600906372,6,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.045150816440582275,7,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.044839560985565186,8,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04361182451248169,9,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04375636577606201,10,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04456508159637451,11,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.04527139663696289,12,1.0,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.0,0,0.733333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.03769785165786743,1,0.733333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.04808229207992554,2,0.733333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.05449718236923218,3,0.733333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.05457860231399536,4,0.733333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.05447721481323242,5,0.733333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.0523335337638855,6,0.733333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
